trial_id,map,agent_count,instance_idx,disturbance_id,gap_eligible,failure_class,nominal_min_clearance_m,actual_min_clearance_m,clearance_loss_m,tracking_position_rmse_m,tracking_max_error_m
confirmation_instances_dense_3_idx19_D2_FX_010,instances_dense,3,19,D2_FX_010,True,ELIGIBLE_EXECUTION_UNSAFE,0.019846987455224743,-0.007244715491463868,0.02709170294668861,0.028705194791325966,0.04116681768711822
confirmation_instances_dense_3_idx7_D1_FX_005,instances_dense,3,7,D1_FX_005,True,ELIGIBLE_EXECUTION_UNSAFE,0.003091250168176393,-0.006675199374542043,0.009766449542718436,0.01571287201810544,0.03347415054217269
confirmation_instances_dense_3_idx13_D1_FX_005,instances_dense,3,13,D1_FX_005,True,ELIGIBLE_EXECUTION_UNSAFE,0.009590555800824997,-0.006145860877083749,0.015736416677908746,0.014893909595425518,0.03480773396164335
confirmation_instances_dense_3_idx17_D2_FX_010,instances_dense,3,17,D2_FX_010,True,ELIGIBLE_EXECUTION_UNSAFE,0.01341843013661434,-0.003898563045103595,0.017316993181717935,0.028999513678520047,0.03701325156181707
confirmation_instances_dense_3_idx6_D2_FX_010,instances_dense,3,6,D2_FX_010,True,ELIGIBLE_EXECUTION_UNSAFE,0.020670969364167666,-0.0034376682569109973,0.024108637621078663,0.02864277089579113,0.04053747258690875
confirmation_instances_dense_3_idx14_D2_FX_010,instances_dense,3,14,D2_FX_010,True,ELIGIBLE_EXECUTION_UNSAFE,0.014657397785529921,-0.002820050049716971,0.017477447835246893,0.028818074349584482,0.04700876639600096
confirmation_instances_dense_3_idx8_D1_FX_005,instances_dense,3,8,D1_FX_005,True,ELIGIBLE_EXECUTION_UNSAFE,0.00397600109689672,-0.0027106688162776282,0.006686669913174348,0.015531041928847487,0.033054203839554104
confirmation_instances_dense_3_idx12_D1_FX_005,instances_dense,3,12,D1_FX_005,True,ELIGIBLE_EXECUTION_UNSAFE,0.007869517933554213,-0.002187997930176974,0.010057515863731187,0.014636247593565731,0.03576406446289754
confirmation_instances_dense_3_idx22_D0_CALM,instances_dense,3,22,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.00036792091971853125,0.003320364039263682,-0.0029524431195451506,0.008239787187623854,0.03810985841144678
confirmation_instances_dense_3_idx11_D1_FX_005,instances_dense,3,11,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.017068080987814302,0.003953901253969785,0.013114179733844517,0.016580577061385427,0.04804367172260784
confirmation_instances_dense_3_idx7_D0_CALM,instances_dense,3,7,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.003091250168176393,0.004639312089279604,-0.001548061921103211,0.006215366120933755,0.03426887509895789
confirmation_instances_dense_3_idx20_D1_FX_005,instances_dense,3,20,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.021231496799031815,0.006566168927961788,0.014665327871070027,0.014807477149870765,0.033412937227433485
confirmation_instances_dense_3_idx21_D0_CALM,instances_dense,3,21,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.00411573829617308,0.006638551393512729,-0.002522813097339649,0.006167732470021697,0.03085441829398071
confirmation_instances_dense_3_idx23_D1_FX_005,instances_dense,3,23,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.016686793290790716,0.006865303762437033,0.009821489528353683,0.01473966498568415,0.0257351162164397
confirmation_instances_dense_3_idx10_D1_FX_005,instances_dense,3,10,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.01814768258367945,0.007166610099052985,0.010981072484626465,0.0145911972126649,0.023754062624497814
confirmation_instances_dense_3_idx16_D1_FX_005,instances_dense,3,16,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.019075368275726645,0.007218725283901578,0.011856642991825067,0.015343278587812228,0.031825492815886786
confirmation_instances_dense_3_idx13_D0_CALM,instances_dense,3,13,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.009590555800824997,0.007952421563983729,0.0016381342368412682,0.005443748938985152,0.02658191243470008
confirmation_instances_dense_3_idx19_D1_FX_005,instances_dense,3,19,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.019846987455224743,0.008111714251824553,0.01173527320340019,0.014577991374346488,0.026002007878631724
confirmation_instances_dense_3_idx12_D0_CALM,instances_dense,3,12,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.007869517933554213,0.00826786324450983,-0.00039834531095561676,0.004715752748898444,0.03049338600136438
confirmation_instances_dense_3_idx9_D2_FX_010,instances_dense,3,9,D2_FX_010,True,ELIGIBLE_EXECUTION_SAFE,0.016924644291425525,0.009392946406208205,0.00753169788521732,0.028855290407956563,0.045464036755337806
confirmation_instances_dense_3_idx14_D1_FX_005,instances_dense,3,14,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.014657397785529921,0.011316671773845391,0.0033407260116845305,0.014720656580385516,0.03539863973025079
confirmation_instances_dense_3_idx6_D1_FX_005,instances_dense,3,6,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.020670969364167666,0.011367466264301337,0.009303503099866328,0.014479573503638883,0.025171517204981658
confirmation_instances_dense_3_idx17_D1_FX_005,instances_dense,3,17,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.01341843013661434,0.011384542878044662,0.0020338872585696777,0.01487194644948549,0.021621626058973862
confirmation_instances_dense_3_idx8_D0_CALM,instances_dense,3,8,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.00397600109689672,0.012639301869834196,-0.008663300772937477,0.005262427979312244,0.026916165952148026
calm_instances_dense_3_idx2_D0_CALM,instances_dense,3,2,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.009638154388620687,0.01312915635913485,-0.0034910019705141626,0.005500120672377907,0.03614630471110802
calm_instances_dense_3_idx4_D0_CALM,instances_dense,3,4,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.01245339789921232,0.014076490098033634,-0.0016230921988213132,0.005100211563364212,0.019188957316762414
confirmation_instances_dense_3_idx9_D1_FX_005,instances_dense,3,9,D1_FX_005,True,ELIGIBLE_EXECUTION_SAFE,0.016924644291425525,0.014172756292723979,0.0027518879987015465,0.014730804621528572,0.03146265714600882
confirmation_instances_dense_3_idx14_D0_CALM,instances_dense,3,14,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.014657397785529921,0.014305039686384288,0.0003523580991456332,0.004069079512756457,0.023855065193579886
calm_instances_simple_3_idx1_D0_CALM,instances_simple,3,1,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.01279852058404353,0.014414636013124912,-0.0016161154290813828,0.0058982353538881436,0.03224393310014236
calm_instances_simple_3_idx2_D0_CALM,instances_simple,3,2,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.015570696167684875,0.016125581341298004,-0.0005548851736131288,0.0042110704385834325,0.025886521461612983
calm_instances_dense_3_idx0_D0_CALM,instances_dense,3,0,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.014689990149740803,0.0167901191606961,-0.0021001290109552984,0.0031498064569526595,0.01730057497328001
calm_instances_connected_room_3_idx3_D0_CALM,instances_connected_room,3,3,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.01506512904043708,0.016939526000921884,-0.0018743969604848032,0.006009739426088761,0.02282436060796171
calm_instances_connected_room_3_idx0_D0_CALM,instances_connected_room,3,0,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.00840020859729726,0.017188024977953714,-0.008787816380656455,0.006773870110664562,0.03478231709402764
calm_instances_connected_room_3_idx1_D0_CALM,instances_connected_room,3,1,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.008061742462690508,0.017360983414946157,-0.00929924095225565,0.004816204166813109,0.018044739500775876
confirmation_instances_dense_3_idx9_D0_CALM,instances_dense,3,9,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.016924644291425525,0.017719730237884077,-0.0007950859464585514,0.0036629550588278075,0.01907584735808349
confirmation_instances_dense_3_idx17_D0_CALM,instances_dense,3,17,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.01341843013661434,0.01794106939217166,-0.00452263925555732,0.003404048559245853,0.00973062725982935
confirmation_instances_dense_3_idx10_D0_CALM,instances_dense,3,10,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.01814768258367945,0.01862510607328184,-0.000477423489602391,0.0029863820792311742,0.011647591633676005
calm_instances_connected_room_3_idx2_D0_CALM,instances_connected_room,3,2,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.015559673089442755,0.01871306123430924,-0.003153388144866487,0.006286500122006238,0.032315084911912456
confirmation_instances_dense_3_idx11_D0_CALM,instances_dense,3,11,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.017068080987814302,0.018743623421424604,-0.0016755424336103025,0.005203691855491852,0.031688686936613066
confirmation_instances_dense_3_idx19_D0_CALM,instances_dense,3,19,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.019846987455224743,0.01905339215991768,0.0007935952953070646,0.0033929791341555404,0.011759804517345367
confirmation_instances_dense_3_idx23_D0_CALM,instances_dense,3,23,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.016686793290790716,0.02007531272862466,-0.0033885194378339423,0.0034059756218889517,0.014056401888151557
calm_instances_simple_3_idx3_D0_CALM,instances_simple,3,3,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.01911417224536338,0.020197601040572416,-0.001083428795209035,0.002459000799395379,0.010535514012765352
calm_instances_simple_3_idx4_D0_CALM,instances_simple,3,4,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.020593447651070032,0.020273341906338824,0.00032010574473120834,0.0037010317115388856,0.01500523205490896
confirmation_instances_dense_3_idx6_D0_CALM,instances_dense,3,6,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.020670969364167666,0.02095733194059024,-0.0002863625764225747,0.0031104962361463615,0.010567037892329384
confirmation_instances_dense_3_idx20_D0_CALM,instances_dense,3,20,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.021231496799031815,0.021808377275790422,-0.0005768804767586067,0.002841131430730267,0.020586400424184335
confirmation_instances_dense_3_idx16_D0_CALM,instances_dense,3,16,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.019075368275726645,0.02196083490095907,-0.0028854666252324246,0.00460838501314633,0.026369991082172865
calm_instances_shelf_3_idx2_D0_CALM,instances_shelf,3,2,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.022852336421104874,0.023367015311454714,-0.00051467889034984,0.002187024083296542,0.00997195551090508
calm_instances_simple_3_idx0_D0_CALM,instances_simple,3,0,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.024229648852440708,0.024954611327286144,-0.0007249624748454364,0.004652235406109152,0.02693257618951929
calm_instances_shelf_3_idx4_D0_CALM,instances_shelf,3,4,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.023560114174684038,0.02537977462837862,-0.0018196604536945826,0.0028586750910182517,0.010523351921419158
calm_instances_shelf_3_idx0_D0_CALM,instances_shelf,3,0,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.02790577439291611,0.02770894595784809,0.0001968284350680194,0.002500398494082132,0.009471170579794507
calm_instances_shelf_3_idx3_D0_CALM,instances_shelf,3,3,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.029464375169961504,0.02928348174535192,0.00018089342460958502,0.0024762154497271595,0.01404503994098347
calm_instances_shelf_3_idx1_D0_CALM,instances_shelf,3,1,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.028203997248983453,0.029342388168558192,-0.0011383909195747388,0.0019548593283357663,0.010133479415833938
calm_instances_empty_3_idx2_D0_CALM,instances_empty,3,2,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.1107582824324973,0.11504289492096575,-0.004284612488468453,0.0024322962668652842,0.010056266333792951
calm_instances_empty_3_idx0_D0_CALM,instances_empty,3,0,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.12875142572988402,0.12795586239064674,0.0007955633392372763,0.002315557739259093,0.009990637461175116
calm_instances_empty_3_idx4_D0_CALM,instances_empty,3,4,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.1499185505403861,0.1507872384271475,-0.0008686878867613934,0.0023671652849737417,0.010515093516490123
calm_instances_empty_3_idx3_D0_CALM,instances_empty,3,3,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.16219525122724202,0.16286262359412443,-0.0006673723668824127,0.0024436036414611853,0.010418985442405573
calm_instances_empty_3_idx1_D0_CALM,instances_empty,3,1,D0_CALM,True,ELIGIBLE_EXECUTION_SAFE,0.28862968581751536,0.28862968581751536,0.0,0.0024629064252485976,0.012010655080383138
calm_instances_shelf_6_idx0_D0_CALM,instances_shelf,6,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.11679643548037252,-0.10627111872357384,-0.010525316756798686,0.021240855975198827,0.07972582485926892
confirmation_instances_dense_3_idx18_D2_FX_010,instances_dense,3,18,D2_FX_010,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.002189972804040728,-0.04199759175715575,0.03980761895311502,0.03067527602802362,0.05704769938685975
confirmation_instances_dense_3_idx15_D0_CALM,instances_dense,3,15,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0072508820532211846,-0.03676521686948856,0.029514334816267376,0.008162505091830256,0.03900823755521306
calm_instances_dense_9_idx0_D0_CALM,instances_dense,9,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0038883898918012083,-0.030933881249970707,0.0270454913581695,0.02590684545223414,0.07640585938388132
confirmation_instances_dense_3_idx15_D1_FX_005,instances_dense,3,15,D1_FX_005,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0072508820532211846,-0.027961025303514096,0.02071014325029291,0.01720744753055401,0.04465609172527639
confirmation_instances_dense_3_idx18_D1_FX_005,instances_dense,3,18,D1_FX_005,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.002189972804040728,-0.026351897384914953,0.024161924580874225,0.01669658683106294,0.04104455882069323
confirmation_instances_dense_3_idx5_D2_FX_010,instances_dense,3,5,D2_FX_010,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0040688030586968765,-0.022977066704670868,0.01890826364597399,0.031291309547113344,0.059131590965532166
calm_instances_connected_room_6_idx0_D0_CALM,instances_connected_room,6,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0018513228914478763,-0.021451056454083045,0.01959973356263517,0.0181832981986559,0.06498334125246337
calm_instances_dense_6_idx0_D0_CALM,instances_dense,6,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.004315020701379221,-0.01905327015916225,0.014738249457783029,0.021291880251966173,0.06673085053744549
confirmation_instances_dense_3_idx15_D2_FX_010,instances_dense,3,15,D2_FX_010,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0072508820532211846,-0.01841764215802582,0.011166760104804635,0.030793974035026428,0.060813020008396765
calm_instances_simple_9_idx0_D0_CALM,instances_simple,9,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.004895864831381061,-0.01628065775497875,0.011384792923597689,0.024686534752814772,0.08024406209313294
calm_instances_empty_9_idx0_D0_CALM,instances_empty,9,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.005322074415761602,-0.014149882714866169,0.008827808299104567,0.02476119729955216,0.06598323008144805
calm_instances_simple_6_idx0_D0_CALM,instances_simple,6,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.00516820397432613,-0.01333206826567701,0.00816386429135088,0.016293113722860655,0.045829295493423364
confirmation_instances_dense_3_idx5_D1_FX_005,instances_dense,3,5,D1_FX_005,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0040688030586968765,-0.011053524837303527,0.006984721778606651,0.017690676801317515,0.045775142084872066
confirmation_instances_dense_3_idx24_D0_CALM,instances_dense,3,24,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.003552879722495489,-0.010838068895577244,0.007285189173081755,0.004083691093196864,0.025355793124429746
confirmation_instances_dense_3_idx18_D0_CALM,instances_dense,3,18,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.002189972804040728,-0.010699168874309599,0.00850919607026887,0.0059916418384969,0.028530086317945846
calm_instances_connected_room_9_idx0_D0_CALM,instances_connected_room,9,0,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0021795886055856195,-0.007992509638966278,0.005812921033380658,0.02051574611929759,0.06138886649085603
calm_instances_dense_3_idx1_D0_CALM,instances_dense,3,1,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.004128394105980773,-0.005679712559869904,0.0015513184538891306,0.005650139221940831,0.0319645193865281
confirmation_instances_dense_3_idx24_D1_FX_005,instances_dense,3,24,D1_FX_005,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.003552879722495489,-0.003374663919538501,-0.00017821580295698802,0.014253948415331584,0.02446807907822802
confirmation_instances_dense_3_idx5_D0_CALM,instances_dense,3,5,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0040688030586968765,0.0008000202847509158,-0.004868823343447792,0.008377344306101809,0.03494258124154145
confirmation_instances_dense_3_idx24_D2_FX_010,instances_dense,3,24,D2_FX_010,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.003552879722495489,0.00287903191992768,-0.006431911642423169,0.028358791018547325,0.03991692825367894
calm_instances_connected_room_3_idx4_D0_CALM,instances_connected_room,3,4,D0_CALM,False,NOMINAL_STRICT_GEOMETRY_FAILURE,-0.0021396841979504366,0.005271344537959605,-0.007411028735910041,0.008318013837877697,0.035791260220116604
calm_instances_shelf_9_idx0_D0_CALM,instances_shelf,9,0,D0_CALM,False,REFERENCE_DYNAMIC_INFEASIBLE,0.015148119947844846,0.011832417091436648,0.003315702856408198,0.02170575396449142,0.06624631752578639
calm_instances_empty_6_idx0_D0_CALM,instances_empty,6,0,D0_CALM,False,REFERENCE_DYNAMIC_INFEASIBLE,0.09032109920493567,0.08092125412082682,0.009399845084108849,0.017597294622734173,0.04954553329854655
